"מועדון","שם","מפתח","רמה","סיכון","מקורות","כמה","עמדה","לאום","לידה","עונות","תקופה","תארים","בבריכה","חידה מספר","מועדונים בערך האנגלי"
"באר־שבעdle","דודו פדלון","13782","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","07/08-08/09","0","","",""
"באר־שבעdle","דור דוידי","13536","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","4","07/08-10/11","0","","",""
"באר־שבעdle","הלאל אלצאנע","22607","מקור יחיד","נמוך","התאחדות","1","","IL","","1","07/08","0","","",""
"באר־שבעdle","לאנדרו סימיוני","83998","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","BR","1974","2","07/08-08/09","0","","",""
"באר־שבעdle","סעיד מקאסי","77865","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית","4","FW","IL","1982","1","07/08","0","","",""
"באר־שבעdle","רועי סבג","28729","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","07/08-08/09","0","","",""
"באר־שבעdle","רפאל עמוס","22645","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","07/08-08/09","0","","",""
"באר־שבעdle","שי בירוק","2954","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1984","1","07/08","0","","",""
"באר־שבעdle","אוהד קדוסי","8402","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1985","2","08/09-09/10","0","","",""
"באר־שבעdle","איגור קוסטרוב","94728","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","MF","IL","1987","1","08/09","0","","",""
"באר־שבעdle","אריאל גמון","37081","מקור יחיד","נמוך","התאחדות","1","","IL","","1","08/09","0","","",""
"באר־שבעdle","גולן אמשקשוילי","22570","מקור יחיד","נמוך","התאחדות","1","","IL","","1","08/09","0","","",""
"באר־שבעdle","גוסטין זולו","92515","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","MF","IL","1989","1","08/09","0","","",""
"באר־שבעdle","גרשון קופי","","מאושר","","worldfootball · קריירה-אנגלית · Transfermarkt","3","FW","GH","1991","3","08/09-10/11","0","כן","34",""
"באר־שבעdle","דנדי אוקוגו","34367","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","2","08/09-09/10","0","","",""
"באר־שבעdle","זיו קבדה","28798","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1978","2","08/09-09/10","0","","",""
"באר־שבעdle","יוסי אלקיים","22569","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","08/09, 10/11","0","","",""
"באר־שבעdle","לירון זרקו","15732","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1981","1","08/09","0","","",""
"באר־שבעdle","מאור מליקסון","2410","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1984","8","08/09-09/10, 14/15-19/20","4","כן","69",""
"באר־שבעdle","מור ברבי","22577","מקור יחיד","נמוך","התאחדות","1","","IL","","1","08/09","0","","",""
"באר־שבעdle","ניר מתיתיהו","22595","מקור יחיד","נמוך","התאחדות","1","","IL","","1","08/09","0","","",""
"באר־שבעdle","אופיר דוידזאדה","49494","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1991","8","09/10-15/16, 25/26","2","כן","24",""
"באר־שבעdle","ארז מסיקה","1634","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1979","1","09/10","0","","",""
"באר־שבעdle","ברק בדש","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1982","1","09/10","0","","",""
"באר־שבעdle","גד עובדיה","36388","מקור יחיד","נמוך","התאחדות","1","","IL","","1","09/10","0","","",""
"באר־שבעdle","גיל בלומשטיין","26261","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","09/10","0","","",""
"באר־שבעdle","דוד רביבו","4400","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1977","2","09/10-10/11","0","","",""
"באר־שבעdle","דנילו מורירה","103942","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","DF","IL","1980","1","09/10","0","","",""
"באר־שבעdle","ויליאם סוארס","85140","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","BR","1985","8","09/10-16/17","2","כן","17",""
"באר־שבעdle","חגי יצחק","10571","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","1","09/10","0","","",""
"באר־שבעdle","טברטקו קאלה","72098","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","HR","1974","1","09/10","0","","",""
"באר־שבעdle","יוסי אופיר","4376","מאושר","","התאחדות · קטגוריה · קריירה-עברית","2","MF","IL","1978","1","09/10","0","","",""
"באר־שבעdle","ליאור אסולין","45","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1980","2","09/10-10/11","0","","",""
"באר־שבעdle","ליאל זגורי","72977","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","09/10-10/11","0","","",""
"באר־שבעdle","מוחמד אדאמו","104333","מקור יחיד","נמוך","התאחדות","1","","IL","","1","09/10","0","","",""
"באר־שבעdle","מרקוס גלרזה","110347","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","09/10","0","","",""
"באר־שבעdle","מתן בטיטו","10557","מקור יחיד","נמוך","התאחדות","1","","IL","","1","09/10","0","","",""
"באר־שבעdle","סיראז' נסאר","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1990","6","09/10-14/15","0","כן","36",""
"באר־שבעdle","סראג נסאר","34848","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","6","09/10-14/15","0","","",""
"באר־שבעdle","ראיין אדליי","104444","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","US","1987","3","09/10-11/12","0","כן","9",""
"באר־שבעdle","שי לוק","10573","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","09/10-10/11","0","","",""
"באר־שבעdle","שמעון הרוש","13231","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1987","2","09/10, 11/12","0","","",""
"באר־שבעdle","אבי יחיאל","13313","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1979","2","10/11-11/12","0","","",""
"באר־שבעdle","אוהד כהן","13314","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · Transfermarkt","4","GK","IL","1975","1","10/11","0","","","maccabi petah tikva / hapoel mahane yehuda / maccabi petah tikva / hapoel beit she an / beitar jerusalem / hapoel petah tikva"
"באר־שבעdle","איברהים בסיט","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","GH","1990","1","10/11","0","","",""
"באר־שבעdle","איברהים ראזק","111911","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","10/11","0","","",""
"באר־שבעdle","בסיט אברהם","102747","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","10/11","0","","",""
"באר־שבעdle","גיימס ביסו","111801","מקור יחיד","נמוך","התאחדות","1","","IL","","1","10/11","0","","",""
"באר־שבעdle","דובב גבאי","13202","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1987","5","10/11-14/15","0","כן","29",""
"באר־שבעdle","דוד קרב","37062","מקור יחיד","נמוך","התאחדות","1","","IL","","1","10/11","0","","",""
"באר־שבעdle","דין אוחנה","46045","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","10/11","0","","",""
"באר־שבעdle","דניאל ליפשיץ","34684","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","1988","2","10/11-11/12","0","","",""
"באר־שבעdle","יוסף טורזמן","8498","מקור יחיד","נמוך","התאחדות","1","","IL","","2","10/11-11/12","0","","",""
"באר־שבעdle","יחיאל צגאי","","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1983","1","10/11","0","","",""
"באר־שבעdle","ליאור ז'אן","8481","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1986","1","10/11","0","","",""
"באר־שבעdle","מור בן עמי","35778","מקור יחיד","נמוך","התאחדות","1","","IL","","1","10/11","0","","",""
"באר־שבעdle","עודד גביש","706","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1989","3","10/11-12/13","0","כן","16",""
"באר־שבעdle","ערן לוי","571","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · Transfermarkt","4","MF","IL","1985","1","10/11","0","","",""
"באר־שבעdle","צחי מחלוף","10582","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","10/11","0","","",""
"באר־שבעdle","שמעון לוגסי","47563","מקור יחיד","נמוך","התאחדות","1","","IL","","2","10/11-11/12","0","","",""
"באר־שבעdle","אוהד לויטה","19309","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","1986","4","11/12, 18/19-20/21","1","כן","5",""
"באר־שבעdle","איוון פינזון","94648","מקור יחיד","נמוך","התאחדות","1","","IL","","1","11/12","0","","",""
"באר־שבעdle","אלירן סולימנפור","22548","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","11/12-12/13","0","","",""
"באר־שבעdle","גל דהן","79224","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","11/12-12/13","0","","",""
"באר־שבעdle","דיא סבע","12585","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1992","1","11/12","0","","",""
"באר־שבעdle","דראשקו בוז'וביץ'","134196","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","ME","1988","1","11/12","0","","",""
"באר־שבעdle","יוסי שבחון","13327","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1982","1","11/12","0","","",""
